20190101,0,0.908918261528015
20190101,100,1.43872356414795
20190101,200,1.77517509460449
20190101,300,2.41316890716553
20190101,400,2.80996036529541
20190101,500,2.9560375213623
20190101,600,3.12113475799561
20190101,700,3.54005527496338
20190101,800,3.61618328094482
20190101,900,3.69834423065186
20190101,1000,3.86921691894531
20190101,1100,4.01301097869873
20190101,1200,3.99594306945801
20190101,1300,3.8975772857666
20190101,1400,3.6886739730835
20190101,1500,3.2501049041748
20190101,1600,2.4015064239502
20190101,1700,1.54555988311768
20190101,1800,0.828537523746491
20190101,1900,0.30955296754837
20190101,2000,-0.386464476585388
20190101,2100,-0.093470513820648
20190101,2200,-0.042033992707729
20190101,2300,-0.847965121269226
20190102,0,-0.998541712760925
20190102,100,-0.729414045810699
20190102,200,-0.113214492797852
20190102,300,0.311456680297852
20190102,400,-0.596629142761231
20190102,500,-2.41585922241211
20190102,600,-3.49046611785889
20190102,700,-3.5263500213623
20190102,800,-3.01952648162842
20190102,900,-2.40843772888184
20190102,1000,-1.76327610015869
20190102,1100,-2.14129543304443
20190102,1200,-2.83935165405273
20190102,1300,-4.95252990722656
20190102,1400,-5.24734020233154
20190102,1500,-4.9339771270752
20190102,1600,-5.74950981140137
20190102,1700,-5.46163654327393
20190102,1800,-4.96278190612793
20190102,1900,-4.71495151519775
20190102,2000,-4.5805606842041
20190102,2100,-4.79195594787598
20190102,2200,-3.45621871948242
20190102,2300,-3.53660202026367
20190103,0,-3.83632278442383
20190103,100,-4.24998474121094
20190103,200,-4.40011310577393
20190103,300,-4.47311592102051
20190103,400,-4.72115612030029
20190103,500,-4.62458419799805
20190103,600,-4.12554550170898
20190103,700,-3.86673259735107
20190103,800,-3.5586109161377
20190103,900,-3.51371383666992
20190103,1000,-3.33916854858398
20190103,1100,-3.82148838043213
20190103,1200,-3.63199138641357
20190103,1300,-4.25782489776611
20190103,1400,-5.058180809021
20190103,1500,-4.21466636657715
20190103,1600,-4.0269193649292
20190103,1700,-4.20509719848633
20190103,1800,-4.25466918945313
20190103,1900,-4.13763618469238
20190103,2000,-4.22481441497803
20190103,2100,-4.15243148803711
20190103,2200,-3.48063564300537
20190103,2300,-4.12301254272461
20190104,0,-4.15304946899414
20190104,100,-3.77470207214355
20190104,200,-3.75813674926758
20190104,300,-3.78598594665527
20190104,400,-3.64037227630615
20190104,500,-3.06897163391113
20190104,600,-2.50457668304443
20190104,700,-2.11150741577148
20190104,800,-2.11418151855469
20190104,900,-1.12616539001465
20190104,1000,-0.330919682979584
20190104,1100,-0.28826242685318
20190104,1200,0.191251277923584
20190104,1300,0.724348366260529
20190104,1400,1.38132476806641
20190104,1500,1.91734218597412
20190104,1600,2.34030342102051
20190104,1700,2.60676670074463
20190104,1800,2.65002155303955
20190104,1900,2.5337553024292
20190104,2000,2.31882095336914
20190104,2100,2.36422538757324
20190104,2200,2.70918083190918
20190104,2300,2.77057647705078
20190105,0,2.84805393218994
20190105,100,2.70607662200928
20190105,200,2.42858695983887
20190105,300,2.71152400970459
20190105,400,2.63684844970703
20190105,500,2.61276817321777
20190105,600,2.37804508209229
